Time,o[t],d[t],v[t],M_fl[t],x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
517120,0.995028,0.819590,0.057380,0.046795,4.138243,3.057395,4.334499,2.848310,4.532126,2.660662,3.938610,2.769825,4.199397,2.484986
517440,0.986671,0.819648,0.050536,0.040870,4.136891,3.060096,4.332890,2.850867,4.530424,2.663162,3.937263,2.772665,4.197846,2.487528
517760,0.981091,0.819644,0.046618,0.037488,4.135427,3.062740,4.331345,2.853477,4.529026,2.665842,3.935888,2.775462,4.196319,2.490077
518080,0.986252,0.819673,0.047947,0.038761,4.133870,3.065341,4.329577,2.855923,4.527127,2.668187,3.934261,2.778128,4.194653,2.492496
518400,0.995747,0.819664,0.046598,0.038032,4.132295,3.067927,4.327989,2.858506,4.525706,2.670841,3.932764,2.780863,4.193161,2.495073
518720,0.998503,0.819696,0.041084,0.033626,4.130648,3.070459,4.326171,2.860915,4.523780,2.673180,3.931108,2.783505,4.191314,2.497455
519040,0.996458,0.819844,0.047801,0.039050,4.128986,3.073010,4.324369,2.863332,4.521768,2.675441,3.929792,2.786292,4.189658,2.499974
519360,0.998702,0.819908,0.042486,0.034790,4.127266,3.075495,4.322512,2.865716,4.519720,2.677674,3.928177,2.788925,4.187782,2.502332
519680,0.995552,0.819988,0.048064,0.039237,4.125555,3.078008,4.320672,2.868106,4.517755,2.679961,3.926700,2.791608,4.185947,2.504716
520000,0.998700,0.819908,0.036479,0.029870,4.123777,3.080446,4.318786,2.870459,4.516161,2.682516,3.924726,2.793935,4.184052,2.507074
520320,0.978263,0.819754,0.021008,0.016847,4.121773,3.082721,4.316742,2.872656,4.514122,2.684759,3.922444,2.795906,4.181724,2.508890
520640,0.979013,0.819268,0.000000,0.000000,4.119263,3.084377,4.313974,2.873706,4.511361,2.685743,3.919608,2.796600,4.178800,2.508325
520960,0.995027,0.819254,0.000000,0.000000,4.116292,3.084038,4.311060,2.872824,4.508448,2.684912,3.916939,2.795137,4.175841,2.507711
521280,0.986154,0.819061,0.000000,0.000000,4.113563,3.082707,4.308647,2.871002,4.505984,2.683198,3.914078,2.794149,4.173405,2.505924
521600,0.988834,0.819172,0.000000,0.000000,4.111170,3.080904,4.306297,2.869106,4.503749,2.681168,3.911971,2.792006,4.170689,2.504642
521920,0.991509,0.818922,0.000000,0.000000,4.108817,3.079003,4.304275,2.866873,4.501779,2.678885,3.909495,2.790320,4.169026,2.502132
522240,0.996094,0.819272,0.000000,0.000000,4.106921,3.076651,4.302360,2.864544,4.499557,2.676879,3.908150,2.787313,4.166480,2.500526
522560,0.974180,0.819078,0.000000,0.000000,4.105156,3.074187,4.300632,2.862083,4.497816,2.674453,3.905689,2.785563,4.165517,2.497744
522880,0.948359,0.818965,0.000000,0.000000,4.103406,3.071731,4.299180,2.859445,4.496572,2.671697,3.904130,2.782371,4.163840,2.495259
523200,0.971507,0.819198,0.000000,0.000000,4.102330,3.068861,4.298062,2.856624,4.494755,2.669280,3.902775,2.779754,4.162049,2.492941
523520,0.986444,0.818741,0.000000,0.000000,4.100714,3.066303,4.296932,2.853830,4.494372,2.666337,3.900726,2.777578,4.161170,2.490085
523840,0.982645,0.818872,0.000000,0.000000,4.099381,3.063575,4.295657,2.851087,4.492795,2.663741,3.899178,2.774734,4.158948,2.488047
524160,0.978126,0.818690,0.000000,0.000000,4.097450,3.061235,4.294122,2.848492,4.491267,2.661164,3.897014,2.772698,4.157203,2.485626
524480,0.935412,0.818768,0.000000,0.000000,4.095865,3.058669,4.293460,2.845648,4.489320,2.658862,3.894940,2.770583,4.154803,2.483852
524800,0.955320,0.818344,0.000000,0.000000,4.095027,3.055834,4.294527,2.842815,4.489239,2.655914,3.893495,2.768038,4.153140,2.481369
525120,0.974991,0.818274,0.000000,0.000000,4.094889,3.052832,4.293767,2.839891,4.488637,2.652962,3.892507,2.765198,4.152347,2.478259
525440,0.980727,0.818264,0.000000,0.000000,4.093986,3.049966,4.292620,2.837081,4.487872,2.650062,3.891633,2.762323,4.151632,2.475365
525760,0.992694,0.818242,0.000000,0.000000,4.092503,3.047330,4.290700,2.834738,4.486337,2.647465,3.889735,2.759993,4.149919,2.472925
526080,0.993062,0.818328,0.000000,0.000000,4.090650,3.044959,4.288764,2.832421,4.484450,2.645103,3.888023,2.757527,4.147763,2.470815
526400,0.994842,0.818300,0.000000,0.000000,4.088660,3.042700,4.286725,2.830212,4.482275,2.643070,3.885888,2.755386,4.146173,2.468230
526720,0.968281,0.818330,0.000000,0.000000,4.086528,3.040565,4.284462,2.828213,4.480259,2.640820,3.884081,2.753004,4.144135,2.466050
527040,0.973828,0.818327,0.000000,0.000000,4.084252,3.038565,4.282184,2.826226,4.478172,2.638641,3.882208,2.750724,4.142174,2.463847
527360,0.969071,0.818463,0.000000,0.000000,4.082076,3.036500,4.279707,2.824520,4.475463,2.637299,3.879864,2.748901,4.140081,2.461763
527680,0.953484,0.818383,0.000000,0.000000,4.079654,3.034688,4.277326,2.822662,4.473454,2.635037,3.878008,2.746244,4.138139,2.459534
528000,0.968825,0.818531,0.000000,0.000000,4.077538,3.032542,4.275115,2.820608,4.471210,2.633021,3.876343,2.743797,4.136069,2.457444
528320,0.992666,0.818050,0.000000,0.000000,4.075112,3.030800,4.272882,2.818576,4.469586,2.630494,3.873553,2.742626,4.134825,2.454698
528640,0.935943,0.818385,0.000000,0.000000,4.072826,3.028842,4.270689,2.816508,4.467335,2.628497,3.872085,2.739719,4.132082,2.453643
528960,0.970073,0.818796,0.000000,0.000000,4.071088,3.026351,4.268464,2.814467,4.464550,2.627324,3.870052,2.737581,4.129661,2.451884
529280,0.983122,0.818384,0.000000,0.000000,4.068564,3.024720,4.266153,2.812545,4.462611,2.625051,3.867368,2.736251,4.128589,2.449064
529600,0.983385,0.818639,0.000000,0.000000,4.066596,3.022427,4.263949,2.810493,4.460619,2.622791,3.866102,2.733207,4.126145,2.447305
529920,0.956367,0.818559,0.000000,0.000000,4.064725,3.020058,4.261784,2.808396,4.458568,2.620598,3.863758,2.731385,4.124849,2.444660
530240,0.950628,0.818348,0.000000,0.000000,4.062489,3.018060,4.259897,2.806049,4.457172,2.617927,3.861897,2.728710,4.122904,2.442397
530560,0.974940,0.818851,0.000000,0.000000,4.061212,3.015304,4.258151,2.803592,4.454755,2.616165,3.860250,2.726274,4.120285,2.440960
530880,0.958634,0.818553,0.000000,0.000000,4.059006,3.013241,4.256178,2.801304,4.452760,2.614006,3.857466,2.725119,4.119212,2.438154
531200,0.949776,0.818454,0.000000,0.000000,4.056728,3.011262,4.254412,2.798849,4.451451,2.611283,3.855978,2.722234,4.116949,2.436248
531520,0.944849,0.818700,0.000000,0.000000,4.055130,3.008688,4.253509,2.796077,4.449059,2.609451,3.853973,2.720044,4.114575,2.434487
531840,0.944351,0.818302,0.000000,0.000000,4.054039,3.005940,4.254805,2.793329,4.448451,2.606594,3.852615,2.717441,4.113564,2.431639
532160,0.989368,0.818358,0.000000,0.000000,4.054805,3.003010,4.254853,2.790362,4.448964,2.603655,3.853432,2.714525,4.112907,2.428563
532480,0.974015,0.818492,0.000000,0.000000,4.055668,3.000114,4.254808,2.787364,4.449664,2.600718,3.854393,2.711651,4.114623,2.425507
532800,0.987795,0.818787,0.004322,0.003495,4.057154,2.997483,4.257893,2.784353,4.451942,2.598782,3.856942,2.710181,4.117292,2.424101
533120,0.990392,0.818488,0.004881,0.003957,4.059916,2.995914,4.262060,2.782851,4.454752,2.597322,3.859834,2.709236,4.119153,2.421722
533440,0.966879,0.818712,0.018533,0.014670,4.062804,2.994805,4.264462,2.781018,4.457424,2.595848,3.862708,2.708492,4.122036,2.421140
533760,0.990874,0.818634,0.055741,0.045215,4.065983,2.994108,4.271229,2.780160,4.460613,2.595416,3.865752,2.708862,4.124980,2.421609
534080,0.971976,0.818513,0.064551,0.051355,4.069161,2.994221,4.274112,2.781096,4.463799,2.595177,3.869223,2.709423,4.127934,2.421159
534400,0.989428,0.818554,0.074963,0.060713,4.072191,2.995113,4.276307,2.783165,4.466815,2.595952,3.872154,2.710281,4.131251,2.422381
534720,0.962453,0.818636,0.086872,0.068446,4.074923,2.996596,4.278032,2.785589,4.469467,2.597619,3.874581,2.712065,4.134025,2.424307
535040,0.975725,0.818942,0.096125,0.076810,4.077172,2.998706,4.279091,2.788409,4.471606,2.599902,3.877286,2.713851,4.136737,2.426905
535360,0.983272,0.818908,0.098367,0.079206,4.079123,3.001113,4.280421,2.791126,4.473690,2.602282,3.879284,2.716111,4.139513,2.428971
535680,0.973427,0.819249,0.098534,0.078579,4.081160,3.003441,4.281580,2.793901,4.475411,2.604882,3.881958,2.717973,4.141728,2.431614
536000,0.981791,0.819168,0.096971,0.077989,4.082924,3.005976,4.283073,2.796545,4.477373,2.607314,3.883780,2.720342,4.144495,2.433723
536320,0.977126,0.819371,0.096725,0.077441,4.084988,3.008314,4.284826,2.799009,4.479353,2.609757,3.886557,2.722203,4.147595,2.435944
536640,0.997858,0.819428,0.088784,0.072597,4.087209,3.010462,4.287097,2.801003,4.481640,2.611867,3.889259,2.723937,4.149994,2.437907
536960,0.988406,0.819390,0.093356,0.075608,4.089459,3.012544,4.289244,2.803131,4.484016,2.613897,3.891320,2.726128,4.152591,2.440073
537280,0.932673,0.819662,0.090707,0.069343,4.091794,3.014619,4.291307,2.805344,4.486106,2.616174,3.894000,2.727998,4.153170,2.442956
537600,0.991634,0.819707,0.091963,0.074752,4.093534,3.017129,4.291937,2.808248,4.487222,2.619037,3.894628,2.730974,4.153553,2.445899
537920,0.996378,0.819559,0.086429,0.070577,4.094152,3.020109,4.292182,2.811213,4.487929,2.622050,3.894561,2.734063,4.153679,2.448868
538240,0.997135,0.819425,0.087762,0.071708,4.094447,3.023113,4.292465,2.814172,4.488441,2.625075,3.894426,2.737133,4.154326,2.451819
538560,0.995994,0.819356,0.081971,0.066894,4.094577,3.026115,4.292216,2.817138,4.488719,2.628120,3.894233,2.740214,4.154305,2.454818
538880,0.996361,0.819275,0.071082,0.058023,4.094277,3.029154,4.291628,2.820104,4.488600,2.631190,3.893850,2.743274,4.153426,2.457674
539200,0.993636,0.819297,0.068536,0.055794,4.093553,3.032112,4.290541,2.822953,4.487787,2.634154,3.893043,2.746271,4.152575,2.460555
539520,0.994264,0.819287,0.065837,0.053630,4.092646,3.035037,4.289405,2.825752,4.486805,2.637036,3.892066,2.749201,4.151418,2.463340
539840,0.990378,0.819289,0.063425,0.051463,4.091605,3.037903,4.288350,2.828584,4.485836,2.639962,3.891067,2.752126,4.150411,2.466201
540160,0.997392,0.819278,0.067373,0.055053,4.090545,3.040771,4.287337,2.831431,4.484750,2.642812,3.889991,2.755015,4.149409,2.469017
540480,0.989075,0.819268,0.065610,0.053165,4.089500,3.043647,4.286266,2.834254,4.483813,2.645710,3.888990,2.757939,4.148409,2.471866
540800,0.997684,0.819259,0.067333,0.055035,4.088451,3.046508,4.285217,2.837089,4.482717,2.648562,3.887910,2.760832,4.147359,2.474664
541120,0.999383,0.819236,0.064771,0.053030,4.087474,3.049385,4.284318,2.839947,4.481794,2.651449,3.886935,2.763757,4.146378,2.477504
541440,0.995033,0.819219,0.070159,0.057190,4.086552,3.052257,4.283419,2.842823,4.480943,2.654357,3.885999,2.766684,4.145464,2.480381
541760,0.999142,0.819209,0.066077,0.054084,4.085576,3.055115,4.282465,2.845684,4.480068,2.657249,3.885038,2.769588,4.144577,2.483268
542080,0.995816,0.819202,0.071975,0.058715,4.084616,3.057984,4.281542,2.848555,4.479199,2.660158,3.884105,2.772515,4.143832,2.486140
542400,0.998428,0.819175,0.061302,0.050138,4.083614,3.060831,4.280550,2.851402,4.478243,2.663026,3.883175,2.775420,4.142511,2.488873
542720,0.998789,0.819214,0.068766,0.056266,4.082623,3.063690,4.279573,2.854272,4.477171,2.665856,3.882161,2.778296,4.141865,2.491828
543040,0.998961,0.819199,0.061739,0.050524,4.081596,3.066526,4.278555,2.857105,4.476224,2.668732,3.881181,2.781180,4.140768,2.494623
543360,0.995305,0.819179,0.068822,0.056113,4.080605,3.069404,4.277552,2.859958,4.475317,2.671628,3.880200,2.784078,4.139749,2.497468
543680,0.983792,0.819238,0.062632,0.050479,4.079566,3.072240,4.276494,2.862773,4.474347,2.674481,3.879414,2.786967,4.138896,2.500345
544000,0.995590,0.819238,0.070079,0.057158,4.078734,3.075172,4.275452,2.865615,4.473161,2.677265,3.878347,2.789849,4.137936,2.503104
544320,0.997718,0.819299,0.061855,0.050562,4.077861,3.078064,4.274351,2.868428,4.472053,2.680067,3.877587,2.792751,4.136701,2.505885
544640,0.997692,0.819349,0.067750,0.055382,4.077096,3.080991,4.273267,2.871242,4.470984,2.682904,3.876610,2.795652,4.135932,2.508811
544960,0.993766,0.819334,0.062392,0.050801,4.076205,3.083872,4.272128,2.874027,4.469732,2.685636,3.875487,2.798471,4.134599,2.511466
545280,0.998175,0.819381,0.065411,0.053498,4.075146,3.086701,4.271020,2.876823,4.468665,2.688469,3.874613,2.801382,4.133518,2.514289
545600,0.998626,0.819398,0.062118,0.050830,4.074049,3.089516,4.269863,2.879608,4.467593,2.691288,3.873510,2.804207,4.132642,2.517148
545920,0.994482,0.819340,0.061156,0.049831,4.072971,3.092335,4.268728,2.882420,4.466398,2.694068,3.872327,2.807014,4.131087,2.519735
546240,0.999192,0.819394,0.058986,0.048294,4.071767,3.095106,4.267546,2.885195,4.465147,2.696826,3.871237,2.809807,4.130119,2.522576
546560,0.981927,0.819514,0.067626,0.054419,4.070601,3.097913,4.266454,2.887994,4.463984,2.699613,3.870555,2.812721,4.129218,2.525449
546880,0.995108,0.819430,0.062782,0.051193,4.069716,3.100789,4.265772,2.890918,4.462825,2.702408,3.869485,2.815588,4.127789,2.528042
547200,0.974841,0.819512,0.078862,0.063002,4.068578,3.103598,4.264622,2.893713,4.462198,2.705319,3.868818,2.818480,4.128387,2.530987
547520,0.982918,0.819688,0.078242,0.063039,4.068312,3.106516,4.264788,2.896687,4.461998,2.708291,3.869762,2.821363,4.127488,2.533847
547840,0.972602,0.819599,0.082790,0.065996,4.068372,3.109497,4.264750,2.899673,4.461704,2.711256,3.869071,2.824319,4.127359,2.536796
548160,0.987981,0.819355,0.100560,0.081404,4.068184,3.112505,4.265413,2.902592,4.462546,2.714158,3.869271,2.827303,4.129497,2.539347
548480,0.905544,0.819539,0.086512,0.064203,4.069648,3.115158,4.267127,2.905080,4.464078,2.716784,3.871637,2.829292,4.130056,2.542228
548800,0.959029,0.819802,0.088731,0.069762,4.071819,3.117268,4.269147,2.907276,4.465290,2.719545,3.873302,2.831729,4.129701,2.545202
549120,0.959720,0.819712,0.092670,0.072903,4.073077,3.119986,4.270220,2.910088,4.466069,2.722454,3.873433,2.834705,4.130594,2.548076
549440,0.954293,0.819101,0.087868,0.068683,4.073592,3.122932,4.271633,2.912759,4.467947,2.724859,3.873805,2.837699,4.133829,2.549760
549760,0.960184,0.819090,0.099317,0.078111,4.075151,3.125506,4.273766,2.914893,4.470358,2.726684,3.876423,2.839788,4.136100,2.552356
550080,0.909018,0.819400,0.086269,0.064257,4.077582,3.127380,4.275902,2.916999,4.472166,2.729090,3.878733,2.841628,4.136031,2.555315
550400,0.986189,0.819503,0.088628,0.071628,4.079244,3.129826,4.276639,2.919832,4.472726,2.732024,3.879091,2.844575,4.135831,2.558270
550720,0.921903,0.819245,0.085962,0.064924,4.079429,3.132809,4.277062,2.922812,4.473389,2.734962,3.879034,2.847577,4.138142,2.560570
551040,0.992658,0.818879,0.098227,0.079846,4.080129,3.135751,4.278781,2.925302,4.475231,2.737400,3.880469,2.850213,4.141113,2.562331
551360,0.948007,0.819307,0.078282,0.060802,4.082633,3.137955,4.280772,2.927557,4.477196,2.739699,3.883451,2.851798,4.142118,2.565526
551680,0.978519,0.819473,0.090287,0.072399,4.084549,3.140164,4.282317,2.930114,4.478249,2.742491,3.884667,2.854478,4.141438,2.568472
552000,0.948600,0.819523,0.092723,0.072083,4.085401,3.142651,4.282824,2.933049,4.478744,2.745438,3.884866,2.857458,4.142879,2.571233
552320,0.957608,0.819092,0.070975,0.055671,4.085602,3.144928,4.284138,2.935798,4.480559,2.747881,3.885614,2.860394,4.146153,2.572687
552640,0.945100,0.819099,0.095752,0.074124,4.086916,3.147746,4.286087,2.938095,4.482775,2.749931,3.888111,2.862543,4.148088,2.575558
552960,0.943224,0.819432,0.089694,0.069325,4.089140,3.149827,4.288091,2.940339,4.484249,2.752545,3.890327,2.864467,4.148408,2.578506
553280,0.971400,0.819655,0.074194,0.059074,4.090332,3.152114,4.288461,2.943277,4.484382,2.755518,3.890570,2.867436,4.148712,2.581465
553600,0.983094,0.819611,0.081208,0.065433,4.090384,3.154502,4.288572,2.946257,4.484840,2.758482,3.890304,2.870452,4.149214,2.584337
553920,0.995818,0.819705,0.067233,0.054881,4.090073,3.157059,4.287755,2.949166,4.484117,2.761414,3.889441,2.873354,4.148559,2.587289
554240,0.992454,0.819771,0.045948,0.037383,4.089160,3.159942,4.285926,2.951570,4.482717,2.764103,3.888336,2.876184,4.146941,2.589803
554560,0.988571,0.819727,0.042090,0.034108,4.087723,3.162615,4.284008,2.953893,4.480989,2.766578,3.886634,2.878667,4.144946,2.592073
554880,0.996763,0.819371,0.056977,0.046534,4.084870,3.166589,4.282034,2.956176,4.478828,2.768641,3.884868,2.881129,4.142967,2.594339
555200,0.984641,0.819365,0.040620,0.032772,4.082976,3.169337,4.279933,2.958378,4.476662,2.770741,3.883035,2.883635,4.141060,2.596678
555520,0.962387,0.819264,0.009929,0.007829,4.081385,3.171119,4.277474,2.960072,4.474284,2.772605,3.880763,2.885659,4.138296,2.597601
555840,0.989072,0.818778,0.000000,0.000000,4.078634,3.172217,4.274549,2.960418,4.471324,2.772691,3.877887,2.886239,4.135535,2.596346
556160,0.995112,0.818841,0.000000,0.000000,4.075653,3.171483,4.271704,2.959376,4.468495,2.771665,3.875263,2.884710,4.132571,2.595776
556480,0.994798,0.818761,0.000000,0.000000,4.072996,3.170043,4.269302,2.957530,4.465941,2.770066,3.872682,2.883188,4.130147,2.593978
556800,0.986482,0.818741,0.000000,0.000000,4.070940,3.167813,4.267419,2.955175,4.463982,2.767807,3.870593,2.881033,4.128015,2.591838
557120,0.988394,0.818616,0.000000,0.000000,4.069120,3.165410,4.265622,2.952756,4.462419,2.765224,3.868274,2.879109,4.125896,2.589721
557440,0.986156,0.818755,0.000000,0.000000,4.067385,3.162968,4.263867,2.950300,4.460373,2.763027,3.866467,2.876726,4.123756,2.587648
557760,0.986355,0.818677,0.000000,0.000000,4.065449,3.160650,4.262095,2.947871,4.458708,2.760561,3.864793,2.874237,4.122358,2.584981
558080,0.986815,0.818626,0.000000,0.000000,4.063729,3.158173,4.260360,2.945405,4.457191,2.757957,3.862830,2.871956,4.120295,2.582816
558400,0.991544,0.818642,0.000000,0.000000,4.061870,3.155797,4.258600,2.942958,4.455085,2.755787,3.860546,2.869981,4.118233,2.580654
558720,0.984944,0.818844,0.000000,0.000000,4.060130,3.153341,4.256883,2.940465,4.452933,2.753675,3.858923,2.867444,4.116157,2.578536
559040,0.986705,0.818780,0.000000,0.000000,4.058435,3.150829,4.255132,2.938001,4.451309,2.751180,3.857104,2.865051,4.114835,2.575847
559360,0.990188,0.818873,0.000000,0.000000,4.056780,3.148288,4.253430,2.935497,4.449482,2.748774,3.855326,2.862617,4.112783,2.573697
559680,0.987430,0.818770,0.000000,0.000000,4.055082,3.145782,4.251701,2.933012,4.448146,2.746085,3.853709,2.860087,4.111499,2.570998
560000,0.984461,0.818876,0.000000,0.000000,4.053432,3.143247,4.250016,2.930502,4.446264,2.743730,3.851942,2.857613,4.109462,2.568828
560320,0.986859,0.818861,0.000000,0.000000,4.051775,3.140724,4.248303,2.928011,4.444640,2.741234,3.850351,2.855058,4.108185,2.566119
560640,0.998065,0.818826,0.000000,0.000000,4.050168,3.138138,4.246632,2.925495,4.443188,2.738597,3.848618,2.852568,4.106416,2.563697
560960,0.997932,0.818725,0.000000,0.000000,4.048545,3.135596,4.244920,2.923004,4.441894,2.735876,3.846874,2.850110,4.104716,2.561199
561280,0.997131,0.818708,0.000000,0.000000,4.046960,3.133010,4.243255,2.920479,4.440415,2.733245,3.845169,2.847608,4.102902,2.558808
561600,0.997140,0.818831,0.000000,0.000000,4.045352,3.130464,4.241566,2.917976,4.438311,2.731099,3.843432,2.845139,4.101218,2.556303
561920,0.997143,0.818956,0.000000,0.000000,4.043789,3.127873,4.239928,2.915430,4.436246,2.728891,3.841736,2.842645,4.099568,2.553773
562240,0.997401,0.819054,0.000000,0.000000,4.042197,3.125317,4.238265,2.912909,4.434309,2.726586,3.840001,2.840179,4.097725,2.551394
562560,0.986963,0.818912,0.000000,0.000000,4.040627,3.122737,4.237630,2.909978,4.433218,2.723805,3.838542,2.837550,4.096108,2.548882
562880,0.997704,0.818746,0.000000,0.000000,4.039526,3.119941,4.237513,2.907014,4.432377,2.720911,3.837371,2.834785,4.095285,2.545983
563200,0.999855,0.818673,0.000000,0.000000,4.038785,3.117130,4.236799,2.904068,4.432024,2.717937,3.836825,2.831813,4.094413,2.543084
563520,0.999085,0.818660,0.000000,0.000000,4.037877,3.114107,4.236045,2.901155,4.431371,2.715019,3.836042,2.828912,4.093707,2.540167
563840,0.998787,0.818579,0.000000,0.000000,4.036899,3.111369,4.235328,2.898231,4.430756,2.712083,3.835304,2.825999,4.092852,2.537279
564160,0.998956,0.818595,0.000000,0.000000,4.035694,3.108130,4.234574,2.895326,4.430107,2.709148,3.834537,2.823092,4.092170,2.534355
564480,0.999007,0.818526,0.000000,0.000000,4.034678,3.105295,4.233864,2.892401,4.429520,2.706209,3.833813,2.820168,4.091520,2.531426
564800,0.988784,0.818471,0.000000,0.000000,4.033695,3.102455,4.233068,2.889471,4.428829,2.703264,3.832987,2.817254,4.090627,2.528545
565120,0.984367,0.818516,0.000000,0.000000,4.033031,3.099542,4.231855,2.886693,4.427674,2.700466,3.831740,2.814496,4.089398,2.525785
565440,0.994913,0.818593,0.000000,0.000000,4.032618,3.096577,4.230702,2.883910,4.426507,2.697699,3.830544,2.811713,4.088275,2.522985
565760,0.999018,0.818542,0.000000,0.000000,4.031308,3.093831,4.229511,2.881139,4.425447,2.694881,3.829325,2.808961,4.087116,2.520210
566080,0.999047,0.818475,0.000000,0.000000,4.029929,3.091132,4.228370,2.878337,4.424439,2.692027,3.828146,2.806172,4.085809,2.517485
566400,0.999052,0.818444,0.000000,0.000000,4.028532,3.088460,4.227205,2.875564,4.423219,2.689274,3.826955,2.803409,4.084668,2.514696
566720,0.999016,0.818366,0.000000,0.000000,4.027179,3.085754,4.226089,2.872758,4.422241,2.686411,3.825810,2.800606,4.083570,2.511883
567040,0.998978,0.818284,0.000000,0.000000,4.025804,3.083073,4.224944,2.869976,4.421247,2.683568,3.824643,2.797837,4.082438,2.509083
567360,0.999003,0.818221,0.000000,0.000000,4.024465,3.080354,4.223849,2.867149,4.420294,2.680697,3.823529,2.795037,4.081153,2.506351
567680,0.989214,0.818202,0.000000,0.000000,4.023487,3.077529,4.222547,2.864425,4.419062,2.677909,3.822128,2.792336,4.080153,2.503492
568000,0.975520,0.818414,0.000000,0.000000,4.022608,3.074664,4.221367,2.861661,4.417255,2.675523,3.820526,2.789779,4.078077,2.501319
568320,0.985441,0.818438,0.000000,0.000000,4.022240,3.071734,4.221439,2.858665,4.416275,2.672758,3.819850,2.786861,4.077526,2.498303
568640,0.990394,0.818462,0.000000,0.000000,4.021694,3.068779,4.220567,2.855762,4.415898,2.669776,3.819557,2.783909,4.077069,2.495262
568960,0.994730,0.818606,0.000000,0.000000,4.021134,3.065823,4.219476,2.852956,4.414966,2.666921,3.819159,2.780941,4.076432,2.492237
569280,0.998968,0.818538,0.000000,0.000000,4.020164,3.062964,4.218439,2.850124,4.414067,2.664037,3.818062,2.778100,4.075912,2.489178
569600,0.990599,0.818618,0.000000,0.000000,4.018850,3.060253,4.217318,2.847307,4.412696,2.661357,3.816951,2.775300,4.074230,2.486674
569920,0.998811,0.818607,0.000000,0.000000,4.017564,3.057502,4.215822,2.844728,4.411505,2.658603,3.815886,2.772472,4.073716,2.483597
570240,0.985176,0.818541,0.000000,0.000000,4.016259,3.054796,4.214704,2.841919,4.410418,2.655783,3.814591,2.769727,4.072334,2.480891
570560,0.998866,0.818495,0.000000,0.000000,4.014808,3.052152,4.213183,2.839312,4.409173,2.653033,3.813172,2.767065,4.070959,2.478221
570880,0.998963,0.818411,0.000000,0.000000,4.013095,3.049659,4.211698,2.836653,4.407845,2.650318,3.811671,2.764442,4.069455,2.475604
571200,0.999023,0.818330,0.000000,0.000000,4.011364,3.047186,4.210176,2.834035,4.406481,2.647642,3.810144,2.761837,4.067932,2.473007
571520,0.999113,0.818252,0.000000,0.000000,4.009684,3.044666,4.208694,2.831397,4.405152,2.644930,3.808660,2.759191,4.066445,2.470367
571840,0.999071,0.818177,0.000000,0.000000,4.007973,3.042174,4.207171,2.828790,4.403785,2.642233,3.807152,2.756570,4.064939,2.467754
572160,0.995205,0.818229,0.000000,0.000000,4.007097,3.039310,4.205702,2.826149,4.402444,2.639527,3.805691,2.753916,4.063483,2.465106
572480,0.998996,0.818299,0.000000,0.000000,4.006242,3.036413,4.204216,2.823520,4.401082,2.636842,3.804221,2.751282,4.061999,2.462485
572800,0.999061,0.818231,0.000000,0.000000,4.004577,3.033883,4.202783,2.820868,4.399765,2.634121,3.802809,2.748605,4.060559,2.459828
573120,0.993193,0.818363,0.000000,0.000000,4.002892,3.031364,4.201326,2.818218,4.397703,2.631918,3.801379,2.745954,4.059103,2.457183
573440,0.999051,0.818417,0.000000,0.000000,4.001251,3.028818,4.199919,2.815539,4.395958,2.629501,3.799990,2.743249,4.057695,2.454498
573760,0.998952,0.818342,0.000000,0.000000,3.999596,3.026303,4.198493,2.812875,4.394652,2.626773,3.798578,2.740580,4.056253,2.451836
574080,0.995048,0.818281,0.000000,0.000000,3.998034,3.023710,4.197124,2.810186,4.393402,2.624019,3.797213,2.737876,4.054854,2.449165
574400,0.994998,0.818390,0.000000,0.000000,3.997089,3.020842,4.195311,2.807766,4.391718,2.621501,3.795596,2.735311,4.053541,2.446438
574720,0.986437,0.818329,0.000000,0.000000,3.995173,3.018495,4.193427,2.805401,4.389859,2.619134,3.793455,2.733227,4.051713,2.444090
575040,0.975307,0.818470,0.000000,0.000000,3.993093,3.016324,4.191360,2.803217,4.387848,2.616906,3.791768,2.730742,4.049327,2.442336
575360,0.963421,0.818564,0.000000,0.000000,3.991385,3.013852,4.190401,2.800438,4.385499,2.615066,3.789662,2.728574,4.047458,2.440044
575680,0.980622,0.818478,0.000000,0.000000,3.990736,3.010980,4.190472,2.797439,4.384933,2.612151,3.788974,2.725689,4.046422,2.437226
576000,0.941507,0.818482,0.000000,0.000000,3.990512,3.008014,4.189636,2.794591,4.384906,2.609156,3.788699,2.722709,4.047449,2.434134
576320,0.985324,0.818634,0.000000,0.000000,3.990896,3.005065,4.191691,2.791589,4.386666,2.606729,3.790260,2.720136,4.049850,2.432326
576640,0.868438,0.818222,0.001113,0.000791,3.993332,3.002995,4.196280,2.789706,4.389118,2.604761,3.792732,2.718409,4.050529,2.429476
576960,0.971588,0.817809,0.000000,0.000000,3.996158,3.001801,4.198321,2.787560,4.391015,2.602452,3.794916,2.716367,4.050221,2.426256
577280,0.983052,0.817740,0.000000,0.000000,3.998240,2.999623,4.199324,2.784715,4.392526,2.599757,3.796504,2.713787,4.052266,2.423167
577600,0.966314,0.818163,0.014294,0.011301,4.000034,2.997193,4.201209,2.782366,4.394567,2.597542,3.798478,2.711502,4.055480,2.422589
